"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lxc-reproduction",,,,"User:","root"
"Cmdline:","dstat -m -t -o cont-11.csv 1 10",,,,"Date:","26 Mar 2020 13:23:32 UTC"

"memory usage",,,,"system"
"used","buff","cach","free","time"
350007296.0,130002944.0,546918400.0,1070559232.0,26-03 13:23:32
358625280.0,130002944.0,547008512.0,1061851136.0,26-03 13:23:33
358625280.0,130002944.0,547008512.0,1061851136.0,26-03 13:23:34
358625280.0,130002944.0,547008512.0,1061851136.0,26-03 13:23:35
358625280.0,130002944.0,547008512.0,1061851136.0,26-03 13:23:36
358625280.0,130002944.0,547008512.0,1061851136.0,26-03 13:23:37
358625280.0,130002944.0,547008512.0,1061851136.0,26-03 13:23:38
358625280.0,130002944.0,547008512.0,1061851136.0,26-03 13:23:39
358625280.0,130002944.0,547008512.0,1061851136.0,26-03 13:23:40
358625280.0,130002944.0,547008512.0,1061851136.0,26-03 13:23:41
358625280.0,130002944.0,547008512.0,1061851136.0,26-03 13:23:42
